Wed Jul  3 15:53:48 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 13:24:27 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 13:24:48 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 13:24:48 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:32:32 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:32:32 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:32:37 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:32:38 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:32:40 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:32:40 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:32:41 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:32:41 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:32:42 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:32:42 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:32:54 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:32:55 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:32:58 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:32:58 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:32:59 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:32:59 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:33:02 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:33:02 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:33:06 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:33:06 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:33:11 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:33:11 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:33:12 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:33:12 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:33:17 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:33:17 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:33:20 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:33:20 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:33:24 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:33:25 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:33:30 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:33:30 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:35:41 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:35:41 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:35:42 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:35:42 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:35:47 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:35:47 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:35:49 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:35:49 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:35:51 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:35:51 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:36:03 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:36:03 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:36:07 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:36:07 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:36:08 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:36:08 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:36:11 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:36:11 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:36:12 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:36:12 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:36:15 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:36:15 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:38:01 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:38:02 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:38:07 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:38:07 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:38:09 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:38:09 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:38:11 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:38:11 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:38:23 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:38:24 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:38:25 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:38:25 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:38:27 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:38:27 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:38:28 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:38:28 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:17 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:17 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:22 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:22 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:24 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:24 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:27 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:27 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:39 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:39 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:42 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:42 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:43 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:43 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:47 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:47 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:50 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:50 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:55 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:55 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:40:56 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:40:56 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:02 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:02 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:05 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:05 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:09 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:09 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:14 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:14 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:15 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:16 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:17 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:17 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:19 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:19 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:20 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:20 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:29 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:29 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:32 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:32 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:34 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:34 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:40 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:40 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:53 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:53 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:56 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:56 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:41:58 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:41:58 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:42:19 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:42:19 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:42:20 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:42:20 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:42:22 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:42:22 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:42:24 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:42:25 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:42:46 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:42:46 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:42:54 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:42:54 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:05 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:05 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:07 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:07 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:11 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:11 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:13 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:14 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:15 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:15 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:17 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:17 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:19 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:19 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:22 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:22 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:24 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:24 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:25 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:25 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:27 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:27 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:29 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:29 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:43:31 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 14:43:31 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 14:55:48 2019 | suddenStop | Collector was closed
Mon Sep  9 15:09:28 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:09:28 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:09:33 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:09:33 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:09:35 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:09:36 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:09:38 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:09:38 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:09:50 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:09:50 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:09:53 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:09:53 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:09:54 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:09:55 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:09:58 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:09:58 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:01 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:01 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:06 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:06 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:08 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:08 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:13 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:13 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:16 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:16 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:17 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:17 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:20 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:20 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:26 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:26 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:27 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:27 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:28 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:28 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:30 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:31 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:32 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:32 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:40 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:40 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:43 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:43 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:45 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:46 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:52 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:52 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:10:53 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:10:53 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:04 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:04 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:08 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:08 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:10 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:10 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:11 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:11 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:31 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:31 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:32 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:32 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:34 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:35 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:37 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:37 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:11:58 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:11:58 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:12:06 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:12:06 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:12:17 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:12:17 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:12:19 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:12:19 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:12:23 2019 | suddenStop | Collector was closed
Mon Sep  9 15:31:28 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:31:28 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:31:28 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:31:31 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:31:31 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:31:31 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:31:35 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:31:35 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:31:35 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:31:36 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:31:37 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:31:37 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:31:50 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:31:50 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:31:50 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:31:54 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:31:54 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:31:54 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:31:56 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:31:57 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:31:57 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:32:01 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:32:01 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:32:01 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:32:03 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:32:03 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:32:03 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:32:05 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:32:05 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:32:05 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:32:07 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:32:08 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:32:08 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:32:11 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:32:11 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:32:11 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:32:13 2019 | suddenStop | Collector was closed
Mon Sep  9 15:39:01 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:39:01 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:39:01 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:39:04 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:39:04 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:39:04 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:39:08 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:39:08 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:39:08 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:39:09 2019 | suddenStop | Collector was closed
Mon Sep  9 15:46:34 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:35 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:35 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:36 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:36 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:36 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:37 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:37 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:37 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:38 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:38 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:38 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:40 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:40 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:40 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:41 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:41 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:41 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:42 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:42 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:42 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:43 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:44 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:44 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:45 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:45 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:45 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:46 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 15:46:46 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 15:46:46 2019 | DB_readData | Data was read successfully
Mon Sep  9 15:46:46 2019 | suddenStop | Collector was closed
Mon Sep  9 17:00:42 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:00:42 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:00:42 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:00:43 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:00:43 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:01:10 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:01:10 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:01:10 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:01:12 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:01:12 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:02:00 2019 | suddenStop | Collector was closed
Mon Sep  9 17:02:20 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:02:21 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:02:21 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:02:26 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:02:26 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:02:26 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:13 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:13 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:13 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:14 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:14 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:14 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:15 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:15 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:15 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:16 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:16 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:16 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:18 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:18 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:18 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:19 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:19 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:19 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:20 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:20 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:20 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:21 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:22 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:22 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:23 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:23 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:23 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:24 2019 | DB_saveADSBInfo | Data was saved successfully
Mon Sep  9 17:03:24 2019 | DB_saveAirline | Data was saved successfully
Mon Sep  9 17:03:24 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:03:25 2019 | suddenStop | Collector was closed
Mon Sep  9 17:05:33 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:11:52 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:12:57 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:13:41 2019 | DB_readData | Data was read successfully
Mon Sep  9 17:13:47 2019 | DB_readData | Data was read successfully
